Genus,Species,Replicate.number,Group,Habitat,Trophic.group,Ref.tg,Body.length,Min.bl,Max.bl,Ref.bl,Dry.mass,Min.dm,Max.dm,Ref.dm,Cct.prop,Min.Cprop,Max.Cprop,Cct.total,Ref.C,Nct.prop,Min.Nprop,Max.Nprop,Nct.total,Ref.N,Pct.prop,Min.Pprop,Max.Pprop,Pct.total,Ref.P,N:Pct,Min.NP,Max.NP,Ref.NP,Protein.ct,Min.prot,Max.prot,Ref.prot,Lipid.ct,Min.lip,Max.lip,Ref.lip,Respiration.rt.ind,Respiration.rt.mg,Min.resp.mg,Max.resp.mg,Temp.resp.rt,Min.temp.resp.rt,Max.temp.resp.rt,Ref.resp,N-ammonia.ex.rt.ug.ind,N-ammonia.ex.rt.ug.dm,Min.Nex.rt.ug.dm,Max.Nex.rt.ug.dm,N-ammonia.ex.rt.nmol.dm,N-ammonia.ex.rt.nmol.ind,Min.Nex.rt.nmol.ind,Max.Nex.rt.nmol.ind,Temp.Nex.rt,Min.temp.Nex.rt,Max.temp.Nex.rt,Ref.N.ex,P-phosphate.ex.rt.ug.ind,P-phosphate.ex.rt.ug.dm,Min.Pex.rt.ug.dm,Max.Pex.rt.ug.dm,P-phosphate.ex.rt.nmol.dm,P-phosphate.ex.rt.nmol.ind,Min.Pex.rt.nmol.ind,Max.Pex.rt.nmol.ind,Temp.Pex.rt,Min.temp.Pex.rt,Max.temp.Pex.rt,Ref.P.ex,N:P.ex,Min.NP.ex,Max.NP.ex,Ref.NPex
Calanopia,elliptica,50,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0679",NA,NA,70,"415,994,109",NA,NA,"0,028246",70,"9,620,029,455",NA,NA,"0,00653",70,"0,789396171",NA,NA,"0,00054",70,"2,693,231,343",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0305",NA,NA,NA,28,NA,NA,70,"0,01",NA,NA,NA,NA,NA,NA,NA,28,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,51,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0648",NA,NA,70,"4,160,030,864",NA,NA,"0,026957",70,"962,037,037",NA,NA,"0,00623",70,"0,790123457",NA,NA,"0,00051",70,"2,690,847,656",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0222",NA,NA,NA,28,NA,NA,70,"0,0084",NA,NA,NA,NA,NA,NA,NA,28,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,52,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0835",NA,NA,70,"41,6",NA,NA,"0,034736",70,"9,620,359,281",NA,NA,"0,00803",70,"0,790419162",NA,NA,"0,00066",70,"2,689,837,879",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0255",NA,NA,NA,22,NA,NA,70,"0,0054",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,53,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0551",NA,NA,70,"4,160,072,595",NA,NA,"0,022922",70,"9,637,023,593",NA,NA,"0,00531",70,"0,789473684",NA,NA,"0,00044",70,"2,697,724,138",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0469",NA,NA,NA,28,NA,NA,70,"0,0469",NA,NA,NA,NA,NA,NA,NA,28,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,54,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,05",NA,NA,70,"41,6",NA,NA,"0,0208",70,"9,62",NA,NA,"0,00481",70,"0,79",NA,NA,"0,00040",70,"2,691,164,557",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,125",NA,NA,NA,28,NA,NA,70,"0,0115",NA,NA,NA,NA,NA,NA,NA,28,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,55,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,055",NA,NA,70,"41,6",NA,NA,"0,02288",70,"9,62",NA,NA,"0,00529",70,"0,790909091",NA,NA,"0,00044",70,"2,688,071,264",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0187",NA,NA,NA,28,NA,NA,70,"0,0138",NA,NA,NA,NA,NA,NA,NA,28,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,56,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0688",NA,NA,70,"416,002,907",NA,NA,"0,028621",70,"9,620,639,535",NA,NA,"0,00662",70,"0,790697674",NA,NA,"0,00054",70,"268,896,875",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,015",NA,NA,NA,22,NA,NA,70,"0,0018",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,57,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0573",NA,NA,70,"4,160,034,904",NA,NA,"0,023837",70,"9,619,546,248",NA,NA,"0,00551",70,"0,790575916",NA,NA,"0,00045",70,"2,689,077,263",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0066",NA,NA,NA,28,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,58,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,05",NA,NA,70,"41,6",NA,NA,"0,0208",70,"9,62",NA,NA,"0,00481",70,"0,79",NA,NA,"0,00040",70,"2,691,164,557",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0139",NA,NA,NA,28,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,59,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0512",NA,NA,70,"4,159,960,938",NA,NA,"0,021299",70,"9,619,140,625",NA,NA,"0,00493",70,"0,7890625",NA,NA,"0,00040",70,"2,694,121,287",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0139",NA,NA,NA,28,NA,NA,70,"0,002",NA,NA,NA,NA,NA,NA,NA,28,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,60,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0574",NA,NA,70,"4,159,930,314",NA,NA,"0,023878",70,"9,620,209,059",NA,NA,"0,00552",70,"0,789198606",NA,NA,"0,00045",70,"269,395,585",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0102",NA,NA,NA,28,NA,NA,70,"0,0013",NA,NA,NA,NA,NA,NA,NA,28,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,61,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0612",NA,NA,70,"415,996,732",NA,NA,"0,025459",70,"9,619,281,046",NA,NA,"0,00589",70,"0,789215686",NA,NA,"0,00048",70,"2,693,637,681",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0102",NA,NA,NA,28,NA,NA,70,"0,0013",NA,NA,NA,NA,NA,NA,NA,28,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,62,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0493",NA,NA,70,"4,160,040,568",NA,NA,"0,020509",70,"9,620,689,655",NA,NA,"0,00474",70,"0,789046653",NA,NA,"0,00039",70,"2,694,609,254",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0157",NA,NA,NA,28,NA,NA,70,"0,0013",NA,NA,NA,NA,NA,NA,NA,28,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,63,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0536",NA,NA,70,"4,160,074,627",NA,NA,"0,022298",70,"9,619,402,985",NA,NA,"0,00516",70,"0,789179104",NA,NA,"0,00042",70,"269,379,669",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0139",NA,NA,NA,28,NA,NA,70,"0,0013",NA,NA,NA,NA,NA,NA,NA,28,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,64,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0907",NA,NA,70,"4,159,977,949",NA,NA,"0,037731",70,"9,619,625,138",NA,NA,"0,00873",70,"0,790518192",NA,NA,"0,00072",70,"2,689,295,676",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0319",NA,NA,NA,22,NA,NA,70,"0,0101",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,65,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0565",NA,NA,70,"41,6",NA,NA,"0,023504",70,"9,619,469,027",NA,NA,"0,00544",70,"0,789380531",NA,NA,"0,00045",70,"2,693,127,803",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0108",NA,NA,NA,28,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,66,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0663",NA,NA,70,"4,160,030,166",NA,NA,"0,027581",70,"9,619,909,502",NA,NA,"0,00638",70,"0,790346908",NA,NA,"0,00052",70,"2,689,958,015",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0338",NA,NA,NA,28,NA,NA,70,"0,0026",NA,NA,NA,NA,NA,NA,NA,28,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,67,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0604",NA,NA,70,"4,159,933,775",NA,NA,"0,025126",70,"9,619,205,298",NA,NA,"0,00581",70,"0,789735099",NA,NA,"0,00048",70,"2,691,844,864",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0136",NA,NA,NA,22,NA,NA,70,"0,0012",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,68,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0663",NA,NA,70,"4,160,030,166",NA,NA,"0,027581",70,"9,619,909,502",NA,NA,"0,00638",70,"0,790346908",NA,NA,"0,00052",70,"2,689,958,015",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0066",NA,NA,NA,28,NA,NA,70,"0,0026",NA,NA,NA,NA,NA,NA,NA,28,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,69,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0822",NA,NA,70,"4,159,975,669",NA,NA,"0,034195",70,"9,620,437,956",NA,NA,"0,00791",70,"0,789537713",NA,NA,"0,00065",70,"2,692,862,866",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0205",NA,NA,NA,22,NA,NA,70,"0,0041",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,70,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0895",NA,NA,70,"41,6",NA,NA,"0,037232",70,"9,620,111,732",NA,NA,"0,00861",70,"0,789944134",NA,NA,"0,00071",70,"2,691,386,139",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0275",NA,NA,NA,22,NA,NA,70,"0,0042",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,71,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0698",NA,NA,70,"4,160,028,653",NA,NA,"0,029037",70,"962,034,384",NA,NA,"0,00672",70,"0,789398281",NA,NA,"0,00055",70,"269,331,216",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0075",NA,NA,NA,22,NA,NA,70,"0,0009",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanopia,elliptica,72,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0746",NA,NA,70,"4,160,053,619",NA,NA,"0,031034",70,"9,620,643,432",NA,NA,"0,00718",70,"0,789544236",NA,NA,"0,00059",70,"2,692,898,132",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0061",NA,NA,NA,22,NA,NA,70,"0,0023",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanus,australis,NA,Copepoda,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanus,cristanus,1,Copepoda,Marine,NA,NA,NA,NA,NA,NA,NA,"2,6","8,9","84, 153",NA,NA,NA,NA,NA,NA,"5,9","7,6",NA,"84, 153",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50,2",NA,NA,153,NA,NA,NA,NA,NA,NA,"0,6","2,1","7,5",NA,NA,173,NA,NA,NA,NA,NA,NA,4,"10,3",NA,"4,9","7,4",174,NA,NA,NA,NA,NA,NA,"0,2","0,6",NA,"4,9","7,4",174,NA,NA,NA,NA
Calanus,cristanus,2,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"1,99",NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,4","0,6",NA,"4,9","7,4",174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanus,cristanus,3,Copepoda,Marine,NA,NA,NA,NA,NA,NA,NA,"1,38","3,18",174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanus,finmarchicus,1,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,274",NA,NA,72,"5,547,445,255",NA,NA,"0,152",72,"7,664,233,577",NA,NA,"0,02100",72,"0,7",NA,NA,"0,00192",72,"2,419,708,029",NA,NA,72,NA,"30,1","44,5","154, 155",31,NA,NA,97,"0,234",NA,NA,NA,"0,1",NA,NA,72,"0,011",NA,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,72,"0,0057",NA,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,72,"4,267,005,552",NA,NA,72
Calanus,finmarchicus,2,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,152",NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,6",NA,NA,15,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanus,finmarchicus,3,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,136",NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,7",NA,NA,5,NA,NA,179,NA,NA,NA,NA,NA,"2,3",NA,NA,5,NA,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanus,finmarchicus,4,Copepoda,Marine,NA,NA,NA,NA,NA,NA,NA,"0,12","0,22","175, 176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanus,finmarchicus,5,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,26",NA,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanus,finmarchicus,6,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,391",NA,NA,72,"5,549,872,123",NA,NA,"0,217",72,"7,672,634,271",NA,NA,"0,03000",72,"0,7",NA,NA,"0,00274",72,"2,422,360,248",NA,NA,72,NA,30,77,60,50,NA,NA,"107, 112","0,353",NA,NA,NA,"0,1",NA,NA,72,"0,011",NA,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,72,"0,006",NA,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,72,"4,053,655,274",NA,NA,72
Calanus,finmarchicus,7,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,435",NA,NA,72,"5,563,218,391",NA,NA,"0,242",72,"7,586,206,897",NA,NA,"0,03300",72,"0,7",NA,NA,"0,00305",72,"2,395,073,892",NA,NA,72,NA,NA,NA,NA,31,NA,NA,13,"0,425",NA,NA,NA,"0,1",NA,NA,72,"0,015",NA,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,72,"0,0061",NA,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,72,"5,437,093,513",NA,NA,72
Calanus,finmarchicus,8,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,423",NA,NA,72,"5,555,555,556",NA,NA,"0,235",72,"756,501,182",NA,NA,"0,03200",72,"0,7",NA,NA,"0,00296",72,"2,388,382,303",NA,NA,72,NA,NA,NA,NA,40,NA,NA,135,"0,354",NA,NA,NA,"0,1",NA,NA,72,"0,013",NA,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,72,"0,005",NA,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,72,"5,748,820,207",NA,NA,72
Calanus,finmarchicus,9,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,4",NA,NA,72,"55,5",NA,NA,"0,222",72,"7,75",NA,NA,"0,03100",72,"0,7",NA,NA,"0,00280",72,"2,446,785,714",NA,NA,72,NA,NA,NA,NA,34,NA,NA,189,"0,34",NA,NA,NA,"0,1",NA,NA,72,"0,016",NA,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,72,"0,005",NA,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,72,"7,075,471,025",NA,NA,72
Calanus,finmarchicus,10,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,349",NA,NA,72,"5,558,739,255",NA,NA,"0,194",72,"7,736,389,685",NA,NA,"0,02700",72,"0,7",NA,NA,"0,00244",72,"2,442,488,743",NA,NA,72,NA,NA,NA,NA,"23,2",NA,NA,190,"0,264",NA,NA,NA,"0,1",NA,NA,72,"0,013",NA,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,72,"0,0039",NA,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,72,"7,370,282,317",NA,NA,72
Calanus,finmarchicus,11,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,409",NA,NA,72,"5,550,122,249",NA,NA,"0,227",72,"7,579,462,103",NA,NA,"0,03100",72,"0,7",NA,NA,"0,00286",72,"2,392,944,464",NA,NA,72,NA,NA,NA,NA,NA,"10,5",47,60,"0,321",NA,NA,NA,"0,1",NA,NA,72,"0,016",NA,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,72,"0,0041",NA,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,72,"8,628,623,201",NA,NA,72
Calanus,finmarchicus,12,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,411",NA,NA,72,"5,547,445,255",NA,NA,"0,228",72,"7,542,579,075",NA,NA,"0,03100",72,"0,7",NA,NA,"0,00288",72,"2,381,299,965",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,"0,332",NA,NA,NA,"0,1",NA,NA,72,"0,012",NA,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,72,"0,0042",NA,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,72,"6,317,384,843",NA,NA,72
Calanus,finmarchicus,13,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,3",NA,NA,"155, 156",NA,NA,NA,NA,NA,"9,3",NA,NA,NA,"155, 156",NA,NA,NA,NA,NA,"29,4",NA,NA,"154, 155, 156",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,1",NA,NA,8,NA,NA,172,NA,NA,NA,NA,NA,NA,8,19,5,NA,NA,"175, 176",NA,NA,NA,NA,NA,NA,"1,2","3,6",5,NA,NA,"175, 176",NA,NA,NA,NA
Calanus,glacialis-(M),1,Copepoda,Marine,NA,NA,NA,"3,5",4,80,"0,25",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanus,glacialis-(M),2,Copepoda,Marine,NA,NA,NA,"4,4","5,7",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanus,glacialis,1,Copepoda,Marine,Herbivore,78,NA,"3,3","5,6","77, 82","0,395",NA,NA,72,"4,481,012,658",NA,NA,"0,177",72,"1,113,924,051",NA,NA,"0,04400",72,"0,7",NA,NA,"0,00277",72,"351,681,736",NA,NA,72,"48,6",NA,NA,153,56,NA,NA,"115, 116, 117","0,588",NA,NA,NA,"3,5",NA,NA,72,"0,028",NA,NA,NA,NA,NA,NA,NA,"3,5",NA,NA,72,"0,0092",NA,NA,NA,NA,NA,NA,NA,"3,5",NA,NA,72,"6,729,388,203",NA,NA,72
Calanus,glacialis,2,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,594",NA,NA,72,"5,033,670,034",NA,NA,"0,299",72,"9,764,309,764",NA,NA,"0,05800",72,"0,7",NA,NA,"0,00416",72,"3,082,732,083",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,"0,527",NA,NA,NA,"-0,5",NA,NA,72,"0,037",NA,NA,NA,NA,NA,NA,NA,"-0,5",NA,NA,72,"0,011",NA,NA,NA,NA,NA,NA,NA,"-0,5",NA,NA,72,"7,437,284,884",NA,NA,72
Calanus,glacialis,3,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,25",NA,NA,6,NA,NA,NA,NA,NA,NA,"9,7","11,2",NA,"153, 72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,322454025",NA,NA,0,NA,NA,137,NA,NA,NA,NA,NA,"2,7",NA,NA,NA,4,6,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanus,glacialis,4,Copepoda,Marine,NA,NA,NA,NA,NA,NA,NA,"0,4","0,7",153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,155780978",NA,NA,0,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanus,glacialis,5,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,72",NA,NA,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,702304238",NA,NA,0,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanus,glacialis,6,Copepoda,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,574423241",NA,NA,0,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanus,glacialis,7,Copepoda,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,771034198",NA,NA,0,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calanus,glacialis,8,Copepoda,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,663,305,599",NA,NA,0,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
