Submitted_name,Accepted_name,Accepted_TSN,Order,Family,Genus,Species
Oemopteryx fosketti,Oemopteryx fosketti,102834,Plecoptera,Taeniopterygidae,Oemopteryx,Oemopteryx fosketti
Allocapnia maria,Allocapnia maria,102667,Plecoptera,Capniidae,Allocapnia,Allocapnia maria
Capnia vernalis,Capnia vernalis,102696,Plecoptera,Capniidae,Capnia,Capnia vernalis
Soyedina interrupta,Soyedina interrupta,102561,Plecoptera,Nemouridae,Soyedina,Soyedina interrupta
Taeniopteryx parvula,Taeniopteryx parvula,102796,Plecoptera,Taeniopterygidae,Taeniopteryx,Taeniopteryx parvula
Acroneuria mela,Acroneuria mela,102926,Plecoptera,Perlidae,Acroneuria,Acroneuria mela
Leuctra biloba,Leuctra biloba,102859,Plecoptera,Leuctridae,Leuctra,Leuctra biloba
Capnia elongata,Capnia elongata,102707,Plecoptera,Capniidae,Capnia,Capnia elongata
Capnia promota,Capnia promota,102723,Plecoptera,Capniidae,Capnia,Capnia promota
Alloperla idei,Alloperla idei,103213,Plecoptera,Chloroperlidae,Alloperla,Alloperla idei
Isoperla slossonae,Isoperla slossonae,103035,Plecoptera,Perlodidae,Isoperla,Isoperla slossonae
Allocapnia malverna,Allocapnia malverna,102675,Plecoptera,Capniidae,Allocapnia,Allocapnia malverna
Suwallia autumna,Suwallia autumna,103257,Plecoptera,Chloroperlidae,Suwallia,Suwallia autumna
Amphinemura venusta,Amphinemura venusta,102555,Plecoptera,Nemouridae,Amphinemura,Amphinemura venusta
Sweltsa fidelis,Sweltsa fidelis,103286,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa fidelis
Zapada glacier,Zapada glacier,102603,Plecoptera,Nemouridae,Zapada,Zapada glacier
Zapada cordillera,Zapada cordillera,102600,Plecoptera,Nemouridae,Zapada,Zapada cordillera
Leuctra truncata,Leuctra truncata,102868,Plecoptera,Leuctridae,Leuctra,Leuctra truncata
Remenus bilobatus,Remenus bilobatus,103100,Plecoptera,Perlodidae,Remenus,Remenus bilobatus
Capnia zukeli,Capnia zukeli,102736,Plecoptera,Capniidae,Capnia,Capnia zukeli
Leuctra tenuis,Leuctra tenuis,102853,Plecoptera,Leuctridae,Leuctra,Leuctra tenuis
Pteronarcella badia,Pteronarcella badia,102486,Plecoptera,Pteronarcyidae,Pteronarcella,Pteronarcella badia
Capnia utahensis,Capnia utahensis,102732,Plecoptera,Capniidae,Capnia,Capnia utahensis
Sweltsa onkos,Sweltsa onkos,103278,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa onkos
Isogenoides olivaceus,Isogenoides olivaceus,103127,Plecoptera,Perlodidae,Isogenoides,Isogenoides olivaceus
Isogenoides varians,Isogenoides varians,103132,Plecoptera,Perlodidae,Isogenoides,Isogenoides varians
Capnia sextuberculata,Capnia sextuberculata,102726,Plecoptera,Capniidae,Capnia,Capnia sextuberculata
Allocapnia pechumani,Allocapnia pechumani,102665,Plecoptera,Capniidae,Allocapnia,Allocapnia pechumani
Capnia scobina,Capnia scobina,102725,Plecoptera,Capniidae,Capnia,Capnia scobina
Alloperla concolor,Alloperla concolor,103214,Plecoptera,Chloroperlidae,Alloperla,Alloperla concolor
Isoperla similis,Isoperla similis,103019,Plecoptera,Perlodidae,Isoperla,Isoperla similis
Taenionema pallidum,Taenionema pallidum,102827,Plecoptera,Taeniopterygidae,Taenionema,Taenionema pallidum
Isoperla maxana,Isoperla maxana,103063,Plecoptera,Perlodidae,Isoperla,Isoperla maxana
Soyedina nevadensis,Soyedina nevadensis,102562,Plecoptera,Nemouridae,Soyedina,Soyedina nevadensis
Capnia uintahi,Capnia uintahi,102730,Plecoptera,Capniidae,Capnia,Capnia uintahi
Megarcys yosemite,Megarcys yosemite,103116,Plecoptera,Perlodidae,Megarcys,Megarcys yosemite
Allocapnia ozarkana,Allocapnia ozarkana,102681,Plecoptera,Capniidae,Allocapnia,Allocapnia ozarkana
Taeniopteryx maura,Taeniopteryx maura,102794,Plecoptera,Taeniopterygidae,Taeniopteryx,Taeniopteryx maura
Alloperla fraterna,Alloperla fraterna,103223,Plecoptera,Chloroperlidae,Alloperla,Alloperla fraterna
Leuctra variabilis,Leuctra variabilis,102855,Plecoptera,Leuctridae,Leuctra,Leuctra variabilis
Leuctra carolinensis,Leuctra carolinensis,102849,Plecoptera,Leuctridae,Leuctra,Leuctra carolinensis
Kogotus modestus,Kogotus modestus,103151,Plecoptera,Perlodidae,Kogotus,Kogotus modestus
Taenionema pacificum,Taenionema pacificum,102817,Plecoptera,Taeniopterygidae,Taenionema,Taenionema pacificum
Malirekus hastatus,Malirekus hastatus,103175,Plecoptera,Perlodidae,Malirekus,Malirekus hastatus
Isoperla montana,Isoperla montana,103040,Plecoptera,Perlodidae,Isoperla,Isoperla montana
Allocapnia unzickeri,Allocapnia unzickeri,102686,Plecoptera,Capniidae,Allocapnia,Allocapnia unzickeri
Isoperla nana,Isoperla nana,103032,Plecoptera,Perlodidae,Isoperla,Isoperla nana
Alloperla severa,Alloperla severa,103232,Plecoptera,Chloroperlidae,Alloperla,Alloperla severa
Isoperla mormona,Isoperla mormona,103007,Plecoptera,Perlodidae,Isoperla,Isoperla mormona
Isogenoides frontalis,Isogenoides frontalis,103125,Plecoptera,Perlodidae,Isogenoides,Isogenoides frontalis
Capnia licina,Capnia licina,102716,Plecoptera,Capniidae,Capnia,Capnia licina
Utacapnia logana,Utacapnia logana,102758,Plecoptera,Capniidae,Utacapnia,Utacapnia logana
Megarcys watertoni,Megarcys watertoni,103115,Plecoptera,Perlodidae,Megarcys,Megarcys watertoni
Capnia oregona,Capnia oregona,102720,Plecoptera,Capniidae,Capnia,Capnia oregona
Megarcys subtruncata,Megarcys subtruncata,103114,Plecoptera,Perlodidae,Megarcys,Megarcys subtruncata
Kogotus nonus,Kogotus nonus,103150,Plecoptera,Perlodidae,Kogotus,Kogotus nonus
Isogenoides zionensis,Isogenoides zionensis,103133,Plecoptera,Perlodidae,Isogenoides,Isogenoides zionensis
Allocapnia loshada,Allocapnia loshada,102663,Plecoptera,Capniidae,Allocapnia,Allocapnia loshada
Amphinemura delosa,Amphinemura delosa,102541,Plecoptera,Nemouridae,Amphinemura,Amphinemura delosa
Isoperla sordida,Isoperla sordida,103011,Plecoptera,Perlodidae,Isoperla,Isoperla sordida
Oemopteryx glacialis,Oemopteryx glacialis,102831,Plecoptera,Taeniopterygidae,Oemopteryx,Oemopteryx glacialis
Taenionema vanduzeeum,Taenionema,102519,Plecoptera,Taeniopterygidae,Taenionema,NA
Zapada columbiana,Zapada columbiana,102596,Plecoptera,Nemouridae,Zapada,Zapada columbiana
Leuctra sibleyi,Leuctra sibleyi,102852,Plecoptera,Leuctridae,Leuctra,Leuctra sibleyi
Sweltsa continua,Sweltsa continua,103284,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa continua
Helopicus subvarians,Helopicus subvarians,103085,Plecoptera,Perlodidae,Helopicus,Helopicus subvarians
Allocapnia tennessa,Allocapnia tennessa,102685,Plecoptera,Capniidae,Allocapnia,Allocapnia tennessa
Capnia venosa,Capnia venosa,102733,Plecoptera,Capniidae,Capnia,Capnia venosa
Oemopteryx contorta,Oemopteryx contorta,102832,Plecoptera,Taeniopterygidae,Oemopteryx,Oemopteryx contorta
Alloperla serrata,Alloperla serrata,103231,Plecoptera,Chloroperlidae,Alloperla,Alloperla serrata
Allocapnia indianae,Allocapnia indianae,102673,Plecoptera,Capniidae,Allocapnia,Allocapnia indianae
Alloperla leonarda,Alloperla leonarda,103207,Plecoptera,Chloroperlidae,Alloperla,Alloperla leonarda
Sweltsa exquisita,Sweltsa exquisita,103285,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa exquisita
Isoperla marmorata,Isoperla marmorata,103006,Plecoptera,Perlodidae,Isoperla,Isoperla marmorata
Alloperla medveda,Alloperla medveda,103226,Plecoptera,Chloroperlidae,Alloperla,Alloperla medveda
Leuctra triloba,Leuctra triloba,102854,Plecoptera,Leuctridae,Leuctra,Leuctra triloba
Allocapnia jeanae,Allocapnia jeanae,102674,Plecoptera,Capniidae,Allocapnia,Allocapnia jeanae
Pteronarcella regularis,Pteronarcella regularis,102487,Plecoptera,Pteronarcyidae,Pteronarcella,Pteronarcella regularis
Paraperla wilsoni,Paraperla wilsoni,103235,Plecoptera,Chloroperlidae,Paraperla,Paraperla wilsoni
Allocapnia sandersoni,Allocapnia sandersoni,102678,Plecoptera,Capniidae,Allocapnia,Allocapnia sandersoni
Skwala parallela,Skwala parallela,103103,Plecoptera,Perlodidae,Skwala,Skwala parallela
Taenionema grinnelli,Taenionema grinnelli,102822,Plecoptera,Taeniopterygidae,Taenionema,Taenionema grinnelli
Capnia jewetti,Capnia jewetti,102714,Plecoptera,Capniidae,Capnia,Capnia jewetti
Leuctra maria,Leuctra maria,102873,Plecoptera,Leuctridae,Leuctra,Leuctra maria
Kathroperla perdita,Kathroperla perdita,103237,Plecoptera,Chloroperlidae,Kathroperla,Kathroperla perdita
Tipula jacobus,Tipula jacobus,119285,Diptera,Tipulidae,Tipula,Tipula jacobus
Molannodes,Molannodes,116484,Trichoptera,Molannidae,Molannodes,NA
Neogerris hesione,Neogerris hesione,103882,Hemiptera,Gerridae,Neogerris,Neogerris hesione
Glutops Rossi,Glutops Rossi,130921,Diptera,Pelecorhynchidae,Glutops,Glutops Rossi
Pseudacteon curvatus,Pseudacteon,139567,Diptera,Phoridae,Pseudacteon,NA
Asphondyliini,Asphondyliini,124397,Diptera,Cecidomyiidae,NA,NA
Asphondylia,Asphondylia,124399,Diptera,Cecidomyiidae,Asphondylia,NA
Zophobas atratus,Zophobas atratus,NA,Coleoptera,Tenebrionidae,Zophobas,Zophobas atratus
Himalopsyche japonica,Himalopsyche japonica,608130,Trichoptera,Rhyacophilidae,Himalopsyche,Himalopsyche japonica
Serratella tibialis,Ephemerella tibialis,101401,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella tibialis
Ametor,Ametor,112890,Coleoptera,Hydrophilidae,Ametor,NA
Hydroptila xera,Hydroptila xera,115708,Trichoptera,Hydroptilidae,Hydroptila,Hydroptila xera
Ampumixis,Ampumixis,114196,Coleoptera,Elmidae,Ampumixis,NA
Stenonema allegheniense,Maccaffertium ithaca,698218,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium ithaca
Micropsectra sedna,Micropsectra sedna,129916,Diptera,Chironomidae,Micropsectra,Micropsectra sedna
Stenonema bednariki,Maccaffertium bednariki,698212,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium bednariki
Cylloepus,Cylloepus,114208,Coleoptera,Elmidae,Cylloepus,NA
Lepidostoma canthum,Lepidostoma canthum,568784,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma canthum
Stenonema lenati,Maccaffertium lenati,698221,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium lenati
Stenonema luteum,Maccaffertium luteum,698222,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium luteum
Stenonema meririvulanum,Maccaffertium meririvulanum,698228,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium meririvulanum
Stenonema mexicanum,Maccaffertium mexicanum,698470,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium mexicanum
Lepidostoma hoodi,Lepidostoma hoodi,116879,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma hoodi
Lepidostoma jewetti,Lepidostoma jewetti,116812,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma jewetti
Lepidostoma libum,Lepidostoma libum,116823,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma libum
Pelina,Pelina,147342,Diptera,Ephydridae,Pelina,NA
Lepidostoma mitchelli,Lepidostoma mitchelli,116838,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma mitchelli
Hexacylloepus,Hexacylloepus,114223,Coleoptera,Elmidae,Hexacylloepus,NA
Timpanoga hecuba,Timpanoga hecuba,101318,Ephemeroptera,Ephemerellidae,Timpanoga,Timpanoga hecuba
Lepidostoma ozarkense,Lepidostoma ozarkense,605106,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma ozarkense
Lepidostoma pictile,Lepidostoma pictile,605107,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma pictile
Lepidostoma podagrum,Lepidostoma podagrum,116815,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma podagrum
Lepidostoma quercinum,Lepidostoma quercinum,116870,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma quercinum
Lepidostoma reosum,Lepidostoma reosum,605112,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma reosum
Lepidostoma roafi,Lepidostoma roafi,116818,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma roafi
Lepidostoma sackeni,Lepidostoma sackeni,116865,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma sackeni
Macrelmis,Macrelmis,193736,Coleoptera,Elmidae,Macrelmis,NA
Lepidostoma serratum,Lepidostoma serratum,116842,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma serratum
Lepidostoma spicatum,Lepidostoma spicatum,116860,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma spicatum
Neocylloepus,Neocylloepus,114253,Coleoptera,Elmidae,Neocylloepus,NA
Neoelmis,Neoelmis,114232,Coleoptera,Elmidae,Neoelmis,NA
Lepidostoma togatum,Lepidostoma togatum,116847,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma togatum
Scatophila,Scatophila,147597,Diptera,Ephydridae,Scatophila,NA
Lepidostoma weaveri,Lepidostoma weaveri,605116,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma weaveri
Maccaffertium mexicanum,Maccaffertium mexicanum,698470,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium mexicanum
Rhizelmis,Rhizelmis,114198,Coleoptera,Elmidae,Rhizelmis,NA
Macrostemum carolina,Macrostemum carolina,115608,Trichoptera,Hydropsychidae,Macrostemum,Macrostemum carolina
Aciliini,Aciliini,811080,Coleoptera,Dytiscidae,NA,NA
Tvetenia calvescens,Tvetenia calvescens,129198,Diptera,Chironomidae,Tvetenia,Tvetenia calvescens
Acilius abbreviatus,Acilius abbreviatus,112080,Coleoptera,Dytiscidae,Acilius,Acilius abbreviatus
Acilius fraternus,Acilius fraternus,112076,Coleoptera,Dytiscidae,Acilius,Acilius fraternus
Uranotaenia,Uranotaenia,126575,Diptera,Culicidae,Uranotaenia,NA
Agabus anthracinus,Agabus anthracinus,112006,Coleoptera,Dytiscidae,Agabus,Agabus anthracinus
Agabus erichsoni,Ilybius erichsoni,728291,Coleoptera,Dytiscidae,Ilybius,Ilybius erichsoni
Agabus minnesotensis,Ilybiosoma minnesotense,814716,Coleoptera,Dytiscidae,Ilybiosoma,Ilybiosoma minnesotense
Agabus opacus,Ilybius opacus,728298,Coleoptera,Dytiscidae,Ilybius,Ilybius opacus
Agabus semivittatus,Platambus semivittatus,728316,Coleoptera,Dytiscidae,Platambus,Platambus semivittatus
Agabus seriatus,Ilybiosoma seriatum,728288,Coleoptera,Dytiscidae,Ilybiosoma,Ilybiosoma seriatum
Agabus stagninus,Platambus stagninus,728317,Coleoptera,Dytiscidae,Platambus,Platambus stagninus
Agabus subfuscatus,Agabus subfuscatus,111983,Coleoptera,Dytiscidae,Agabus,Agabus subfuscatus
Amphizoa,Amphizoa,111953,Coleoptera,Amphizoidae,Amphizoa,NA
Ampumixis dispar,Ampumixis dispar,114197,Coleoptera,Elmidae,Ampumixis,Ampumixis dispar
Atractelmis wawona,Atractelmis wawona,114252,Coleoptera,Elmidae,Atractelmis,Atractelmis wawona
Berosus aculeatus,Berosus aculeatus,112831,Coleoptera,Hydrophilidae,Berosus,Berosus aculeatus
Berosus exiguus,Berosus exiguus,112826,Coleoptera,Hydrophilidae,Berosus,Berosus exiguus
Bidessonotus inconspicuus,Bidessonotus inconspicuus,112320,Coleoptera,Dytiscidae,Bidessonotus,Bidessonotus inconspicuus
Bidessonotus longovalis,Bidessonotus longovalis,193565,Coleoptera,Dytiscidae,Bidessonotus,Bidessonotus longovalis
Mystacides alafimbriatus,Mystacides alafimbriatus,116603,Trichoptera,Leptoceridae,Mystacides,Mystacides alafimbriatus
Cleptelmis ornata,Cleptelmis addenda,114166,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda
Ramphocorixa,Ramphocorixa,103365,Hemiptera,Corixidae,Ramphocorixa,NA
Colymbetes incognitus,Colymbetes incognitus,728327,Coleoptera,Dytiscidae,Colymbetes,Colymbetes incognitus
Copelatus chevrolati,Copelatus chevrolati,112564,Coleoptera,Dytiscidae,Copelatus,Copelatus chevrolati
Neotrichia arkansasensis,Neotrichia arkansasensis,607021,Trichoptera,Hydroptilidae,Neotrichia,Neotrichia arkansasensis
Neotrichia armitagei,Neotrichia armitagei,607023,Trichoptera,Hydroptilidae,Neotrichia,Neotrichia armitagei
Coptotomus interrogatus,Coptotomus interrogatus,112375,Coleoptera,Dytiscidae,Coptotomus,Coptotomus interrogatus
Coptotomus longulus,Coptotomus longulus,112373,Coleoptera,Dytiscidae,Coptotomus,Coptotomus longulus
Coptotomus venustus,Coptotomus venustus,112374,Coleoptera,Dytiscidae,Coptotomus,Coptotomus venustus
Crenitis suturalis,Anacaena suturalis,193656,Coleoptera,Hydrophilidae,Anacaena,Anacaena suturalis
Cylloepus abnormis,Cylloepus abnormis,114210,Coleoptera,Elmidae,Cylloepus,Cylloepus abnormis
Cylloepus parkeri,Cylloepus parkeri,114209,Coleoptera,Elmidae,Cylloepus,Cylloepus parkeri
Cymbiodyta chamberlaini,Cymbiodyta chamberlaini,113026,Coleoptera,Hydrophilidae,Cymbiodyta,Cymbiodyta chamberlaini
Cymbiodyta minima,Cymbiodyta minima,113027,Coleoptera,Hydrophilidae,Cymbiodyta,Cymbiodyta minima
Cymbiodyta vindicata,Cymbiodyta vindicata,113023,Coleoptera,Hydrophilidae,Cymbiodyta,Cymbiodyta vindicata
Gerris argenticollis,Gerris argenticollis,103833,Hemiptera,Gerridae,Gerris,Gerris argenticollis
Dineutus ciliatus,Dineutus ciliatus,112715,Coleoptera,Gyrinidae,Dineutus,Dineutus ciliatus
Dineutus horni,Dineutus horni,112720,Coleoptera,Gyrinidae,Dineutus,Dineutus horni
Dineutus robertsi,Dineutus robertsi,112721,Coleoptera,Gyrinidae,Dineutus,Dineutus robertsi
Dubiraphia brunnescens,Dubiraphia brunnescens,114127,Coleoptera,Elmidae,Dubiraphia,Dubiraphia brunnescens
Dubiraphia giulianii,Dubiraphia giulianii,114128,Coleoptera,Elmidae,Dubiraphia,Dubiraphia giulianii
Limnoporus canaliculatus,Limnoporus canaliculatus,103875,Hemiptera,Gerridae,Limnoporus,Limnoporus canaliculatus
Limnoporus dissortis,Limnoporus dissortis,103877,Hemiptera,Gerridae,Limnoporus,Limnoporus dissortis
Merragata,Merragata,103983,Hemiptera,Hebridae,Merragata,NA
Dytiscus alaskanus,Dytiscus alaskanus,112129,Coleoptera,Dytiscidae,Dytiscus,Dytiscus alaskanus
Dytiscus harrisii,Dytiscus harrisii,112127,Coleoptera,Dytiscidae,Dytiscus,Dytiscus harrisii
Dytiscus hybridus,Dytiscus hybridus,112125,Coleoptera,Dytiscidae,Dytiscus,Dytiscus hybridus
Dytiscus verticalis,Dytiscus verticalis,112130,Coleoptera,Dytiscidae,Dytiscus,Dytiscus verticalis
Enochrus sublongus,Enochrus sublongus,113006,Coleoptera,Hydrophilidae,Enochrus,Enochrus sublongus
Gonielmis dietrichi,Gonielmis dietrichi,114217,Coleoptera,Elmidae,Gonielmis,Gonielmis dietrichi
Gyrinidae,Gyrinidae,112653,Coleoptera,Gyrinidae,NA,NA
Gyrinus analis,Gyrinus analis,112663,Coleoptera,Gyrinidae,Gyrinus,Gyrinus analis
Gyrinus elevatus,Gyrinus elevatus,112694,Coleoptera,Gyrinidae,Gyrinus,Gyrinus elevatus
Gyrinus pachysomus,Gyrinus pachysomus,112701,Coleoptera,Gyrinidae,Gyrinus,Gyrinus pachysomus
Chauliodes pectinicornis,Chauliodes pectinicornis,115027,Megaloptera,Corydalidae,Chauliodes,Chauliodes pectinicornis
Helichus basalis,Helichus basalis,114011,Coleoptera,Dryopidae,Helichus,Helichus basalis
Helichus confluentus,Postelichus confluentus,193692,Coleoptera,Dryopidae,Postelichus,Postelichus confluentus
Helichus fastigiatus,Helichus fastigiatus,114013,Coleoptera,Dryopidae,Helichus,Helichus fastigiatus
Helichus immsi,Postelichus immsi,193693,Coleoptera,Dryopidae,Postelichus,Postelichus immsi
Helichus productus,Postelichus productus,193695,Coleoptera,Dryopidae,Postelichus,Postelichus productus
Helobata striata,Helobata larvalis,722316,Coleoptera,Hydrophilidae,Helobata,Helobata larvalis
Helochares maculicollis,Helochares maculicollis,113154,Coleoptera,Hydrophilidae,Helochares,Helochares maculicollis
Helophorus linearis,Helophorus linearis,113109,Coleoptera,Helophoridae,Helophorus,Helophorus linearis
Heterelmis glabra,Heterelmis glabra,193734,Coleoptera,Elmidae,Heterelmis,Heterelmis glabra
Heterelmis obesa,Heterelmis obesa,945756,Coleoptera,Elmidae,Heterelmis,Heterelmis obesa
Heterelmis vulnerata,Heterelmis vulnerata,114239,Coleoptera,Elmidae,Heterelmis,Heterelmis vulnerata
Heterlimnius koebelei,Heterlimnius corpulentus,114169,Coleoptera,Elmidae,Heterlimnius,Heterlimnius corpulentus
Heterosternuta pulcher,Heterosternuta pulchra,814709,Coleoptera,Dytiscidae,Heterosternuta,Heterosternuta pulchra
Heterosternuta wickhami,Heterosternuta wickhami,728369,Coleoptera,Dytiscidae,Heterosternuta,Heterosternuta wickhami
Hexacylloepus ferrugineus,Hexacylloepus ferrugineus,114224,Coleoptera,Elmidae,Hexacylloepus,Hexacylloepus ferrugineus
Phylloicus aeneus,Phylloicus aeneus,116545,Trichoptera,Calamoceratidae,Phylloicus,Phylloicus aeneus
Hydaticus bimarginatus,Hydaticus bimarginatus,112177,Coleoptera,Dytiscidae,Hydaticus,Hydaticus bimarginatus
Hydrobiomorpha casta,Hydrobiomorpha casta,722380,Coleoptera,Hydrophilidae,Hydrobiomorpha,Hydrobiomorpha casta
Hydrobius melaenus,Hydrobius melaenus,722329,Coleoptera,Hydrophilidae,Hydrobius,Hydrobius melaenus
Hydrobius tumidus,Hydrobius tumidus,113200,Coleoptera,Hydrophilidae,Hydrobius,Hydrobius tumidus
Brachycentrus spinae,Brachycentrus spinae,116924,Trichoptera,Brachycentridae,Brachycentrus,Brachycentrus spinae
Hydroporus dichrous,Hydroporus dichrous,112477,Coleoptera,Dytiscidae,Hydroporus,Hydroporus dichrous
Hydroporus mannerheimi,Hydroporus mannerheimi,112517,Coleoptera,Dytiscidae,Hydroporus,Hydroporus mannerheimi
Hydroporus niger,Hydroporus niger,112412,Coleoptera,Dytiscidae,Hydroporus,Hydroporus niger
Hydroporus oblitus,Hydrocolus oblitus,728373,Coleoptera,Dytiscidae,Hydrocolus,Hydrocolus oblitus
Hydroporus obscurus,Hydroporus obscurus,112460,Coleoptera,Dytiscidae,Hydroporus,Hydroporus obscurus
Ceraclea neffi,Ceraclea neffi,116726,Trichoptera,Leptoceridae,Ceraclea,Ceraclea neffi
Mesocapnia frisoni,Mesocapnia frisoni,102776,Plecoptera,Capniidae,Mesocapnia,Mesocapnia frisoni
Hygrotus acaroides,Hygrotus acaroides,112206,Coleoptera,Dytiscidae,Hygrotus,Hygrotus acaroides
Hygrotus bruesi,Hygrotus bruesi,112248,Coleoptera,Dytiscidae,Hygrotus,Hygrotus bruesi
Hygrotus marklini,Hygrotus marklini,728497,Coleoptera,Dytiscidae,Hygrotus,Hygrotus marklini
Ilybius subaeneus,Ilybius subaeneus,112191,Coleoptera,Dytiscidae,Ilybius,Ilybius subaeneus
Ilybius discedens,Ilybius discedens,112194,Coleoptera,Dytiscidae,Ilybius,Ilybius discedens
Laccobius agilis,Laccobius agilis,112859,Coleoptera,Hydrophilidae,Laccobius,Laccobius agilis
Laccobius minutoides,Laccobius minutoides,112865,Coleoptera,Hydrophilidae,Laccobius,Laccobius minutoides
Laccobius teneralis,Laccobius teneralis,112868,Coleoptera,Hydrophilidae,Laccobius,Laccobius teneralis
Laccophilus biguttatus,Laccophilus biguttatus,112289,Coleoptera,Dytiscidae,Laccophilus,Laccophilus biguttatus
Laccophilus gentilis,Laccophilus gentilis,112299,Coleoptera,Dytiscidae,Laccophilus,Laccophilus gentilis
Laccophilus proximus,Laccophilus proximus,112285,Coleoptera,Dytiscidae,Laccophilus,Laccophilus proximus
Laccornis conoideus,Laccornis conoideus,112272,Coleoptera,Dytiscidae,Laccornis,Laccornis conoideus
Laccornis deltoides,Laccornis deltoides,112277,Coleoptera,Dytiscidae,Laccornis,Laccornis deltoides
Laccornis difformis,Laccornis difformis,112276,Coleoptera,Dytiscidae,Laccornis,Laccornis difformis
Laccornis latens,Laccornis latens,112273,Coleoptera,Dytiscidae,Laccornis,Laccornis latens
Laccornis pacificus,Laccornis pacificus,112275,Coleoptera,Dytiscidae,Laccornis,Laccornis pacificus
Lampyridae,Lampyridae,113835,Coleoptera,Lampyridae,NA,NA
Lara gehringi,Lara gehringi,114138,Coleoptera,Elmidae,Lara,Lara gehringi
Limnebius,Limnebius,112768,Coleoptera,Hydraenidae,Limnebius,NA
Liodessus flavicollis,Liodessus flavicollis,112583,Coleoptera,Dytiscidae,Liodessus,Liodessus flavicollis
Liodessus fuscatus,Liodessus crotchi,728343,Coleoptera,Dytiscidae,Liodessus,Liodessus crotchi
Lioporeus pilatei,Lioporeus pilatei,584568,Coleoptera,Dytiscidae,Lioporeus,Lioporeus pilatei
Lioporeus triangularis,Lioporeus triangularis,728396,Coleoptera,Dytiscidae,Lioporeus,Lioporeus triangularis
Listronotus,Listronotus,114690,Coleoptera,Curculionidae,Listronotus,NA
Lixus,Lixus,114838,Coleoptera,Curculionidae,Lixus,NA
Plumiperla diversa,Plumiperla diversa,103306,Plecoptera,Chloroperlidae,Plumiperla,Plumiperla diversa
Baetodes,Baetodes,100938,Ephemeroptera,Baetidae,Baetodes,NA
Matus ovatus,Matus ovatus,112305,Coleoptera,Dytiscidae,Matus,Matus ovatus
Microcylloepus browni,Microcylloepus browni,114158,Coleoptera,Elmidae,Microcylloepus,Microcylloepus browni
Microcylloepus moapus,Microcylloepus moapus,114155,Coleoptera,Elmidae,Microcylloepus,Microcylloepus moapus
Microcylloepus thermarum,Microcylloepus thermarum,114154,Coleoptera,Elmidae,Microcylloepus,Microcylloepus thermarum
Narpus angustus,Narpus angustus,114143,Coleoptera,Elmidae,Narpus,Narpus angustus
Nilobezzia,Nilobezzia,127720,Diptera,Ceratopogonidae,Nilobezzia,NA
Neocylloepus boeseli,Neocylloepus boeseli,114254,Coleoptera,Elmidae,Neocylloepus,Neocylloepus boeseli
Neoelmis caesa,Neoelmis caesa,114233,Coleoptera,Elmidae,Neoelmis,Neoelmis caesa
Neoporus aulicus,Neoporus aulicus,728437,Coleoptera,Dytiscidae,Neoporus,Neoporus aulicus
Neoporus blanchardi,Neoporus blanchardi,728399,Coleoptera,Dytiscidae,Neoporus,Neoporus blanchardi
Neoporus carolinus,Neoporus carolinus,728419,Coleoptera,Dytiscidae,Neoporus,Neoporus carolinus
Neoporus clypealis,Neoporus clypealis,728405,Coleoptera,Dytiscidae,Neoporus,Neoporus clypealis
Neoporus dixianus,Neoporus dixianus,728431,Coleoptera,Dytiscidae,Neoporus,Neoporus dixianus
Neoporus hybridus,Neoporus hybridus,728428,Coleoptera,Dytiscidae,Neoporus,Neoporus hybridus
Neoporus vittatipennis,Neoporus vittatipennis,728436,Coleoptera,Dytiscidae,Neoporus,Neoporus vittatipennis
