Submitted_name,Accepted_name,Accepted_TSN,Order,Family,Genus,Species
Microvelia,Microvelia,103900,Hemiptera,Veliidae,Microvelia,NA
Hebrus,Hebrus,103965,Hemiptera,Hebridae,Hebrus,NA
Tenebrionidae,Tenebrionidae,114419,Coleoptera,Tenebrionidae,NA,NA
Emphyastes,Emphyastes,114820,Coleoptera,Curculionidae,Emphyastes,NA
Neohaemonia,Neohaemonia,114543,Coleoptera,Chrysomelidae,Neohaemonia,NA
Elodes,Elodes,113969,Coleoptera,Scirtidae,Elodes,NA
Psephenidae,Psephenidae,114069,Coleoptera,Psephenidae,NA,NA
Chrysomelidae,Chrysomelidae,114509,Coleoptera,Chrysomelidae,NA,NA
Anthicidae,Anthicidae,114405,Coleoptera,Anthicidae,NA,NA
Ptilodactylidae,Ptilodactylidae,114265,Coleoptera,Ptilodactylidae,NA,NA
Prionocyphon,Prionocyphon,113925,Coleoptera,Scirtidae,Prionocyphon,NA
Heteroceridae,Heteroceridae,114262,Coleoptera,Heteroceridae,NA,NA
Rhinoncus,Rhinoncus,188023,Coleoptera,Curculionidae,Rhinoncus,NA
Phaleria,Phaleria,114421,Coleoptera,Tenebrionidae,Phaleria,NA
Melyridae,Melyridae,113869,Coleoptera,Melyridae,NA,NA
Lutrochidae,Lutrochidae,678328,Coleoptera,Lutrochidae,NA,NA
Dytiscidae,Dytiscidae,111963,Coleoptera,Dytiscidae,NA,NA
Scirtidae,Scirtidae,113924,Coleoptera,Scirtidae,NA,NA
Eulichadidae,Eulichadidae,678330,Coleoptera,Eulichadidae,NA,NA
Sphaeriusidae,Sphaeriusidae,678385,Coleoptera,Sphaeriusidae,NA,NA
Elmidae,Elmidae,114093,Coleoptera,Elmidae,NA,NA
Corynocera ambigua,Corynocera ambigua,129888,Diptera,Chironomidae,Corynocera,Corynocera ambigua
Sialis californica,Sialis californica,115004,Megaloptera,Sialidae,Sialis,Sialis californica
Sialis rotunda,Sialis rotunda,115007,Megaloptera,Sialidae,Sialis,Sialis rotunda
Simuliidae,Simuliidae,126640,Diptera,Simuliidae,NA,NA
Anthopotamus verticis,Anthopotamus verticis,609662,Ephemeroptera,Potamanthidae,Anthopotamus,Anthopotamus verticis
Alveotingis,Alveotingis,104196,Hemiptera,Tingidae,Alveotingis,NA
Ranatra dispar,Ranatra dispar,1085746,Hemiptera,Nepidae,Ranatra,Ranatra dispar
Pachydiplax longipennis,Pachydiplax longipennis,101799,Odonata,Libellulidae,Pachydiplax,Pachydiplax longipennis
Cercyon,Cercyon,113039,Coleoptera,Hydrophilidae,Cercyon,NA
Corydalus cornutus,Corydalus cornutus,115034,Megaloptera,Corydalidae,Corydalus,Corydalus cornutus
Zapada,Zapada,102591,Plecoptera,Nemouridae,Zapada,NA
Sweltsa,Sweltsa,103273,Plecoptera,Chloroperlidae,Sweltsa,NA
Taenionema,Taenionema,102519,Plecoptera,Taeniopterygidae,Taenionema,NA
Alloperla,Alloperla,103203,Plecoptera,Chloroperlidae,Alloperla,NA
Attaneuria,Attaneuria,102954,Plecoptera,Perlidae,Attaneuria,NA
Acroneuria abnormis,Acroneuria abnormis,102919,Plecoptera,Perlidae,Acroneuria,Acroneuria abnormis
Oemopteryx,Oemopteryx,102830,Plecoptera,Taeniopterygidae,Oemopteryx,NA
Soyedina,Soyedina,102556,Plecoptera,Nemouridae,Soyedina,NA
Agnetina capitata,Agnetina capitata,102979,Plecoptera,Perlidae,Agnetina,Agnetina capitata
Viehoperla,Viehoperla,102496,Plecoptera,Peltoperlidae,Viehoperla,NA
Isogenoides,Isogenoides,103124,Plecoptera,Perlodidae,Isogenoides,NA
Nemocapnia,Nemocapnia,102737,Plecoptera,Capniidae,Nemocapnia,NA
Leuctra,Leuctra,102844,Plecoptera,Leuctridae,Leuctra,NA
Paragnetina,Paragnetina,102962,Plecoptera,Perlidae,Paragnetina,NA
Suwallia,Suwallia,103254,Plecoptera,Chloroperlidae,Suwallia,NA
Paragnetina media,Paragnetina media,102968,Plecoptera,Perlidae,Paragnetina,Paragnetina media
Eccoptura,Eccoptura,102939,Plecoptera,Perlidae,Eccoptura,NA
Haploperla brevis,Haploperla brevis,103263,Plecoptera,Chloroperlidae,Haploperla,Haploperla brevis
Acroneuria,Acroneuria,102917,Plecoptera,Perlidae,Acroneuria,NA
Pteronarcys biloba,Pteronarcys biloba,102474,Plecoptera,Pteronarcyidae,Pteronarcys,Pteronarcys biloba
Acroneuria filicis,Acroneuria filicis,102924,Plecoptera,Perlidae,Acroneuria,Acroneuria filicis
Allocapnia,Allocapnia,102644,Plecoptera,Capniidae,Allocapnia,NA
Acroneuria perplexa,Acroneuria perplexa,102927,Plecoptera,Perlidae,Acroneuria,Acroneuria perplexa
Hansonoperla,Hansonoperla,102988,Plecoptera,Perlidae,Hansonoperla,NA
Paragnetina ichusa,Paragnetina ichusa,102970,Plecoptera,Perlidae,Paragnetina,Paragnetina ichusa
Agnetina annulipes,Agnetina annulipes,102983,Plecoptera,Perlidae,Agnetina,Agnetina annulipes
Taeniopteryx,Taeniopteryx,102789,Plecoptera,Taeniopterygidae,Taeniopteryx,NA
Malirekus,Malirekus,103174,Plecoptera,Perlodidae,Malirekus,NA
Beloneuria,Beloneuria,102934,Plecoptera,Perlidae,Beloneuria,NA
Pteronarcys scotti,Pteronarcys scotti,102482,Plecoptera,Pteronarcyidae,Pteronarcys,Pteronarcys scotti
Acroneuria arenosa,Acroneuria arenosa,102920,Plecoptera,Perlidae,Acroneuria,Acroneuria arenosa
Megaleuctra,Megaleuctra,102877,Plecoptera,Leuctridae,Megaleuctra,NA
Acroneuria internata,Acroneuria internata,102925,Plecoptera,Perlidae,Acroneuria,Acroneuria internata
Paraleuctra sara,Paraleuctra sara,102888,Plecoptera,Leuctridae,Paraleuctra,Paraleuctra sara
Agnetina flavescens,Agnetina flavescens,102984,Plecoptera,Perlidae,Agnetina,Agnetina flavescens
Allocapnia wrayi,Allocapnia wrayi,102658,Plecoptera,Capniidae,Allocapnia,Allocapnia wrayi
Neoperla,Neoperla,102942,Plecoptera,Perlidae,Neoperla,NA
Haploperla,Haploperla,103260,Plecoptera,Chloroperlidae,Haploperla,NA
Pteronarcys dorsata,Pteronarcys dorsata,102478,Plecoptera,Pteronarcyidae,Pteronarcys,Pteronarcys dorsata
Peltoperla,Peltoperla,102489,Plecoptera,Peltoperlidae,Peltoperla,NA
Agnetina,Agnetina,102975,Plecoptera,Perlidae,Agnetina,NA
Isoperla,Isoperla,102995,Plecoptera,Perlodidae,Isoperla,NA
Prostoia,Prostoia,102584,Plecoptera,Nemouridae,Prostoia,NA
Cultus,Cultus,103137,Plecoptera,Perlodidae,Cultus,NA
Allocapnia stannardi,Allocapnia stannardi,102666,Plecoptera,Capniidae,Allocapnia,Allocapnia stannardi
Ostrocerca,Ostrocerca,102622,Plecoptera,Nemouridae,Ostrocerca,NA
Perlesta,Perlesta,103251,Plecoptera,Perlidae,Perlesta,NA
Strophopteryx,Strophopteryx,102808,Plecoptera,Taeniopterygidae,Strophopteryx,NA
Diploperla robusta,Diploperla robusta,103170,Plecoptera,Perlodidae,Diploperla,Diploperla robusta
Yugus,Yugus,103197,Plecoptera,Perlodidae,Yugus,NA
Acroneuria carolinensis,Acroneuria carolinensis,102922,Plecoptera,Perlidae,Acroneuria,Acroneuria carolinensis
Paracapnia,Paracapnia,102804,Plecoptera,Capniidae,Paracapnia,NA
Acroneuria frisoni,Acroneuria frisoni,609897,Plecoptera,Perlidae,Acroneuria,Acroneuria frisoni
Rasvena,Rasvena,103270,Plecoptera,Chloroperlidae,Rasvena,NA
Amphinemura,Amphinemura,102540,Plecoptera,Nemouridae,Amphinemura,NA
Diploperla,Diploperla,103166,Plecoptera,Perlodidae,Diploperla,NA
Paraleuctra,Paraleuctra,102887,Plecoptera,Leuctridae,Paraleuctra,NA
Shipsa rotunda,Shipsa rotunda,102641,Plecoptera,Nemouridae,Shipsa,Shipsa rotunda
Pteronarcys,Pteronarcys,102471,Plecoptera,Pteronarcyidae,Pteronarcys,NA
Allocapnia fumosa,Allocapnia fumosa,102662,Plecoptera,Capniidae,Allocapnia,Allocapnia fumosa
Helopicus,Helopicus,103084,Plecoptera,Perlodidae,Helopicus,NA
Paragnetina kansensis,Paragnetina kansensis,102967,Plecoptera,Perlidae,Paragnetina,Paragnetina kansensis
Allocapnia recta,Allocapnia recta,102652,Plecoptera,Capniidae,Allocapnia,Allocapnia recta
Paranemoura perfecta,Paranemoura perfecta,102620,Plecoptera,Nemouridae,Paranemoura,Paranemoura perfecta
Diploperla kanawholensis,Diploperla kanawholensis,103168,Plecoptera,Perlodidae,Diploperla,Diploperla kanawholensis
Paranemoura,Paranemoura,102619,Plecoptera,Nemouridae,Paranemoura,NA
Tallaperla,Tallaperla,102500,Plecoptera,Peltoperlidae,Tallaperla,NA
Remenus,Remenus,103099,Plecoptera,Perlodidae,Remenus,NA
Acroneuria lycorias,Acroneuria lycorias,102918,Plecoptera,Perlidae,Acroneuria,Acroneuria lycorias
Allocapnia rickeri,Allocapnia rickeri,102654,Plecoptera,Capniidae,Allocapnia,Allocapnia rickeri
Clioperla,Clioperla,103118,Plecoptera,Perlodidae,Clioperla,NA
Perlinella,Perlinella,103244,Plecoptera,Perlidae,Perlinella,NA
Allocapnia virginiana,Allocapnia virginiana,102656,Plecoptera,Capniidae,Allocapnia,Allocapnia virginiana
Acroneuria evoluta,Acroneuria evoluta,102923,Plecoptera,Perlidae,Acroneuria,Acroneuria evoluta
Strophopteryx fasciata,Strophopteryx fasciata,102809,Plecoptera,Taeniopterygidae,Strophopteryx,Strophopteryx fasciata
Diploperla duplicata,Diploperla duplicata,103167,Plecoptera,Perlodidae,Diploperla,Diploperla duplicata
Paracapnia angulata,Paracapnia angulata,102805,Plecoptera,Capniidae,Paracapnia,Paracapnia angulata
Allocapnia aurora,Allocapnia aurora,102646,Plecoptera,Capniidae,Allocapnia,Allocapnia aurora
Pteronarcys proteus,Pteronarcys proteus,102480,Plecoptera,Pteronarcyidae,Pteronarcys,Pteronarcys proteus
Strophopteryx appalachia,Strophopteryx appalachia,102813,Plecoptera,Taeniopterygidae,Strophopteryx,Strophopteryx appalachia
Allocapnia nivicola,Allocapnia nivicola,102651,Plecoptera,Capniidae,Allocapnia,Allocapnia nivicola
Strophopteryx limata,Strophopteryx limata,102812,Plecoptera,Taeniopterygidae,Strophopteryx,Strophopteryx limata
Diploperla morgani,Diploperla morgani,103169,Plecoptera,Perlodidae,Diploperla,Diploperla morgani
Shipsa,Shipsa,102640,Plecoptera,Nemouridae,Shipsa,NA
Tanytarsus buckleyi,Tanytarsus buckleyi,129983,Diptera,Chironomidae,Tanytarsus,Tanytarsus buckleyi
Tanypus stellatus,Tanypus stellatus,128336,Diptera,Chironomidae,Tanypus,Tanypus stellatus
Labrundinia floridana,Labrundinia pilosella,128178,Diptera,Chironomidae,Labrundinia,Labrundinia pilosella
Phaenopsectra,Phaenopsectra,129637,Diptera,Chironomidae,Phaenopsectra,NA
Einfeldia natchitocheae,Einfeldia natchitocheae,129463,Diptera,Chironomidae,Einfeldia,Einfeldia natchitocheae
Procladius riparius,Procladius riparius,128313,Diptera,Chironomidae,Procladius,Procladius riparius
Orthocladius annectens,Orthocladius annectens,128878,Diptera,Chironomidae,Orthocladius,Orthocladius annectens
Prodiamesa bathyphila,Monodiamesa bathyphila,128441,Diptera,Chironomidae,Monodiamesa,Monodiamesa bathyphila
Psectrotanypus venustus,Psectrotanypus venustus,128066,Diptera,Chironomidae,Psectrotanypus,Psectrotanypus venustus
Ablabesmyia mallochi,Ablabesmyia mallochi,128097,Diptera,Chironomidae,Ablabesmyia,Ablabesmyia mallochi
Cricotopus exilis,Cricotopus triannulatus,128653,Diptera,Chironomidae,Cricotopus,Cricotopus triannulatus
Xenochironomus rogersi,Axarus rogersi,129240,Diptera,Chironomidae,Axarus,Axarus rogersi
Tanytarsus confusus,Tanytarsus confusus,129984,Diptera,Chironomidae,Tanytarsus,Tanytarsus confusus
Dicrotendipes californicus,Dicrotendipes californicus,129433,Diptera,Chironomidae,Dicrotendipes,Dicrotendipes californicus
Sergentia coracina,Sergentia coracina,129741,Diptera,Chironomidae,Sergentia,Sergentia coracina
Chironomus tuxis,Chironomus tuxis,129329,Diptera,Chironomidae,Chironomus,Chironomus tuxis
Tanypus punctipennis,Tanypus punctipennis,128333,Diptera,Chironomidae,Tanypus,Tanypus punctipennis
Polypedilum convictum,Polypedilum convictum,129671,Diptera,Chironomidae,Polypedilum,Polypedilum convictum
Cricotopus bicinctus,Cricotopus bicinctus,128583,Diptera,Chironomidae,Cricotopus,Cricotopus bicinctus
Tanytarsus xanthus,Tanytarsus mendax,130003,Diptera,Chironomidae,Tanytarsus,Tanytarsus mendax
Micropsectra dubia,Micropsectra dubia,129931,Diptera,Chironomidae,Micropsectra,Micropsectra dubia
Cricotopus remus,Cricotopus trifasciatus,128661,Diptera,Chironomidae,Cricotopus,Cricotopus trifasciatus
Pseudodiamesa,Pseudodiamesa,128416,Diptera,Chironomidae,Pseudodiamesa,NA
Boreochlus persimilis,Boreochlus persimilis,127957,Diptera,Chironomidae,Boreochlus,Boreochlus persimilis
Harnischia edwardsi,Chironomus edwardsi,129343,Diptera,Chironomidae,Chironomus,Chironomus edwardsi
Chironomus tentans,Chironomus tentans,129325,Diptera,Chironomidae,Chironomus,Chironomus tentans
Polypedilum braseniae,Polypedilum braseniae,129667,Diptera,Chironomidae,Polypedilum,Polypedilum braseniae
Clinotanypus pinguis,Clinotanypus pinguis,127998,Diptera,Chironomidae,Clinotanypus,Clinotanypus pinguis
Stenochironomus hilaris,Stenochironomus hilaris,129760,Diptera,Chironomidae,Stenochironomus,Stenochironomus hilaris
Prodiamesa olivacea,Prodiamesa olivacea,128454,Diptera,Chironomidae,Prodiamesa,Prodiamesa olivacea
Parachironomus tenuicaudatus,Parachironomus tenuicaudatus,129590,Diptera,Chironomidae,Parachironomus,Parachironomus tenuicaudatus
Procladius culiciformis,Procladius culiciformis,128295,Diptera,Chironomidae,Procladius,Procladius culiciformis
Labrundinia johannseni,Labrundinia johannseni,128175,Diptera,Chironomidae,Labrundinia,Labrundinia johannseni
Tanypus neopunctipennis,Tanypus neopunctipennis,128329,Diptera,Chironomidae,Tanypus,Tanypus neopunctipennis
Demicryptochironomus vulneratus,Demicryptochironomus vulneratus,553082,Diptera,Chironomidae,Demicryptochironomus,Demicryptochironomus vulneratus
Eukiefferiella coerulescens,Eukiefferiella coerulescens,128701,Diptera,Chironomidae,Eukiefferiella,Eukiefferiella coerulescens
Metriocnemus knabi,Metriocnemus knabi,128831,Diptera,Chironomidae,Metriocnemus,Metriocnemus knabi
Chironomus plumosus,Chironomus plumosus,129303,Diptera,Chironomidae,Chironomus,Chironomus plumosus
Cricotopus,Cricotopus,128575,Diptera,Chironomidae,Cricotopus,NA
Cryptotendipes emorsus,Cryptotendipes emorsus,129401,Diptera,Chironomidae,Cryptotendipes,Cryptotendipes emorsus
Paralauterborniella elachista,Apedilum elachistus,129618,Diptera,Chironomidae,Apedilum,Apedilum elachistus
Ablabesmyia parajanta,Ablabesmyia parajanta,128112,Diptera,Chironomidae,Ablabesmyia,Ablabesmyia parajanta
Tanytarsus quadratus,Tanytarsus quadratus,130015,Diptera,Chironomidae,Tanytarsus,Tanytarsus quadratus
Dicrotendipes neomodestus,Dicrotendipes neomodestus,129450,Diptera,Chironomidae,Dicrotendipes,Dicrotendipes neomodestus
Chironomus stigmaterus,Chironomus stigmaterus,129322,Diptera,Chironomidae,Chironomus,Chironomus stigmaterus
Endochironomus nigricans,Endochironomus nigricans,129471,Diptera,Chironomidae,Endochironomus,Endochironomus nigricans
Paramerina smithae,Paramerina smithae,128212,Diptera,Chironomidae,Paramerina,Paramerina smithae
Parachironomus carinatus,Parachironomus carinatus,129569,Diptera,Chironomidae,Parachironomus,Parachironomus carinatus
Parachironomus alatus,Parachironomus alatus,129567,Diptera,Chironomidae,Parachironomus,Parachironomus alatus
Rheocricotopus robacki,Rheocricotopus robacki,129102,Diptera,Chironomidae,Rheocricotopus,Rheocricotopus robacki
Tribelos jucundus,Tribelos jucundus,129827,Diptera,Chironomidae,Tribelos,Tribelos jucundus
Brillia par,Brillia par,128487,Diptera,Chironomidae,Brillia,Brillia par
Macropelopia decedens,Macropelopia decedens,128037,Diptera,Chironomidae,Macropelopia,Macropelopia decedens
Ablabesmyia philosphagnos,Ablabesmyia philosphagnos,128115,Diptera,Chironomidae,Ablabesmyia,Ablabesmyia philosphagnos
Chironomus riparius,Chironomus riparius,129313,Diptera,Chironomidae,Chironomus,Chironomus riparius
Labrundinia becki,Labrundinia becki,128174,Diptera,Chironomidae,Labrundinia,Labrundinia becki
Paratendipes thermophilus,Paratendipes thermophilus,129634,Diptera,Chironomidae,Paratendipes,Paratendipes thermophilus
Stempellina,Stempellina,129962,Diptera,Chironomidae,Stempellina,NA
Polypedilum tritum,Polypedilum tritum,129719,Diptera,Chironomidae,Polypedilum,Polypedilum tritum
Ablabesmyia rhamphe,Ablabesmyia rhamphe,128121,Diptera,Chironomidae,Ablabesmyia,Ablabesmyia rhamphe
Xenochironomus xenolabis,Xenochironomus xenolabis,129838,Diptera,Chironomidae,Xenochironomus,Xenochironomus xenolabis
Psectrocladius elatus,Psectrocladius elatus,129027,Diptera,Chironomidae,Psectrocladius,Psectrocladius elatus
Pagastia orthogonia,Pagastia orthogonia,128402,Diptera,Chironomidae,Pagastia,Pagastia orthogonia
Smittia aterrima,Smittia aterrima,129112,Diptera,Chironomidae,Smittia,Smittia aterrima
Pseudochironomus aix,Pseudochironomus julia,129860,Diptera,Chironomidae,Pseudochironomus,Pseudochironomus julia
Arctopelopia flavifrons,Conchapelopia flavifrons,128142,Diptera,Chironomidae,Conchapelopia,Conchapelopia flavifrons
Parachironomus pectinatellae,Parachironomus pectinatellae,129583,Diptera,Chironomidae,Parachironomus,Parachironomus pectinatellae
Micropsectra dives,Micropsectra dives,129900,Diptera,Chironomidae,Micropsectra,Micropsectra dives
Ablabesmyia peleensis,Ablabesmyia peleensis,128113,Diptera,Chironomidae,Ablabesmyia,Ablabesmyia peleensis
Ablabesmyia illinoensis,Ablabesmyia illinoensis,128092,Diptera,Chironomidae,Ablabesmyia,Ablabesmyia illinoensis
Glyptotendipes lobiferus,Glyptotendipes lobiferus,129488,Diptera,Chironomidae,Glyptotendipes,Glyptotendipes lobiferus
Coelotanypus concinnus,Coelotanypus concinnus,128012,Diptera,Chironomidae,Coelotanypus,Coelotanypus concinnus
Diamesa nivoriunda,Diamesa nivoriunda,128391,Diptera,Chironomidae,Diamesa,Diamesa nivoriunda
Cryptochironomus fulvus,Cryptochironomus fulvus,129376,Diptera,Chironomidae,Cryptochironomus,Cryptochironomus fulvus
Glyptotendipes barbipes,Glyptotendipes barbipes,129485,Diptera,Chironomidae,Glyptotendipes,Glyptotendipes barbipes
Phaenopsectra profusa,Phaenopsectra profusa,129650,Diptera,Chironomidae,Phaenopsectra,Phaenopsectra profusa
Cryptotendipes,Cryptotendipes,129394,Diptera,Chironomidae,Cryptotendipes,NA
Paratendipes albimanus,Paratendipes albimanus,129624,Diptera,Chironomidae,Paratendipes,Paratendipes albimanus
Tribelos,Tribelos,129820,Diptera,Chironomidae,Tribelos,NA
Micropsectra polita,Micropsectra polita,129913,Diptera,Chironomidae,Micropsectra,Micropsectra polita
Psectrotanypus dyari,Psectrotanypus dyari,128056,Diptera,Chironomidae,Psectrotanypus,Psectrotanypus dyari
Chironomus staegeri,Chironomus staegeri,129320,Diptera,Chironomidae,Chironomus,Chironomus staegeri
Paratendipes subaequalis,Paratendipes subaequalis,129632,Diptera,Chironomidae,Paratendipes,Paratendipes subaequalis
Parachironomus demeijera,Parachironomus,129564,Diptera,Chironomidae,Parachironomus,NA
Diamesa spinacies,Diamesa spinacies,128396,Diptera,Chironomidae,Diamesa,Diamesa spinacies
Pseudochironomus richardsoni,Pseudochironomus richardsoni,129868,Diptera,Chironomidae,Pseudochironomus,Pseudochironomus richardsoni
Cricotopus fugax,Cricotopus fugax,128600,Diptera,Chironomidae,Cricotopus,Cricotopus fugax
Harnischia galeator,Cladopelma galeator,129360,Diptera,Chironomidae,Cladopelma,Cladopelma galeator
Procladius adumbratus,Procladius bellus,128285,Diptera,Chironomidae,Procladius,Procladius bellus
Glyptotendipes meridionalis,Glyptotendipes meridionalis,129493,Diptera,Chironomidae,Glyptotendipes,Glyptotendipes meridionalis
Stictochironomus varius,Stictochironomus varius,129816,Diptera,Chironomidae,Stictochironomus,Stictochironomus varius
Sympotthastia,Sympotthastia,128426,Diptera,Chironomidae,Sympotthastia,NA
Microtendipes pedellus,Microtendipes pedellus,129541,Diptera,Chironomidae,Microtendipes,Microtendipes pedellus
Micropsectra nigripila,Micropsectra nigripila,129911,Diptera,Chironomidae,Micropsectra,Micropsectra nigripila
Larsia decolorata,Larsia decolorata,128186,Diptera,Chironomidae,Larsia,Larsia decolorata
Ablabesmyia annulata,Ablabesmyia annulata,128081,Diptera,Chironomidae,Ablabesmyia,Ablabesmyia annulata
Paramerina anomala,Paramerina anomala,128208,Diptera,Chironomidae,Paramerina,Paramerina anomala
Ablabesmyia aspera,Ablabesmyia aspera,128083,Diptera,Chironomidae,Ablabesmyia,Ablabesmyia aspera
Stictochironomus devinctus,Stictochironomus devinctus,129790,Diptera,Chironomidae,Stictochironomus,Stictochironomus devinctus
Epoicocladius flavens,Epoicocladius flavens,128683,Diptera,Chironomidae,Epoicocladius,Epoicocladius flavens
Parochlus kiefferi,Parochlus kiefferi,127989,Diptera,Chironomidae,Parochlus,Parochlus kiefferi
Parachironomus hirtalatus,Parachironomus hirtalatus,129595,Diptera,Chironomidae,Parachironomus,Parachironomus hirtalatus
Cladotanytarsus,Cladotanytarsus,129873,Diptera,Chironomidae,Cladotanytarsus,NA
Orthocladius obumbratus,Orthocladius obumbratus,128923,Diptera,Chironomidae,Orthocladius,Orthocladius obumbratus
Pseudochironomus chen,Pseudochironomus chen,129856,Diptera,Chironomidae,Pseudochironomus,Pseudochironomus chen
Paracladopelma loganae,Paracladopelma loganae,129605,Diptera,Chironomidae,Paracladopelma,Paracladopelma loganae
Parachironomus schneideri,Parachironomus schneideri,129587,Diptera,Chironomidae,Parachironomus,Parachironomus schneideri
Labrundinia neopilosella,Labrundinia neopilosella,128177,Diptera,Chironomidae,Labrundinia,Labrundinia neopilosella
Lauterborniella agrayloides,Lauterborniella agrayloides,129526,Diptera,Chironomidae,Lauterborniella,Lauterborniella agrayloides
Tanytarsus recens,Tanytarsus recens,130017,Diptera,Chironomidae,Tanytarsus,Tanytarsus recens
Procladius denticulatus,Procladius denticulatus,128300,Diptera,Chironomidae,Procladius,Procladius denticulatus
Xenochironomus taenionotus,Xenochironomus taenionotus,129840,Diptera,Chironomidae,Xenochironomus,Xenochironomus taenionotus
Zavrelimyia carnosa,Zavrelimyia carnosa,128268,Diptera,Chironomidae,Zavrelimyia,Zavrelimyia carnosa
Polypedilum scalaenum,Polypedilum scalaenum,129708,Diptera,Chironomidae,Polypedilum,Polypedilum scalaenum
Lauterborniella varipennis,Lauterborniella varipennis,129528,Diptera,Chironomidae,Lauterborniella,Lauterborniella varipennis
Coelotanypus scapularis,Coelotanypus scapularis,128016,Diptera,Chironomidae,Coelotanypus,Coelotanypus scapularis
